Time; Position; Velocity; Acceleration
2,535011;6,563155;-0,3958406;-0,04905
2,540011;6,56093;-0,4448906;-0,04905
2,545011;6,558461;-0,4939406;-0,04905
2,550011;6,555746;-0,5429906;-0,04905
2,555011;6,552785;-0,5920407;-0,04905
2,560011;6,54958;-0,6410906;-0,04905
2,565011;6,546129;-0,6901406;-0,04905
2,570011;6,542433;-0,7391906;-0,04905
2,575011;6,538492;-0,7882406;-0,04905
2,580012;6,534306;-0,8372905;-0,04905
2,585012;6,529874;-0,8863405;-0,04905
2,590012;6,525197;-0,9353905;-0,04905
2,595012;6,520275;-0,9844404;-0,04905
2,600012;6,515107;-1,03349;-0,04905
2,605012;6,509695;-1,08254;-0,04905
2,610012;6,504036;-1,13159;-0,04905
2,615012;6,498133;-1,18064;-0,04905
2,620013;6,491985;-1,22969;-0,04905
2,625013;6,485591;-1,27874;-0,04905
2,630013;6,478952;-1,32779;-0,04905
2,635013;6,472068;-1,37684;-0,04905
2,640013;6,464938;-1,42589;-0,04905
2,645013;6,457563;-1,47494;-0,04905
2,650013;6,449944;-1,52399;-0,04905
2,655013;6,442078;-1,57304;-0,04905
2,660013;6,433968;-1,62209;-0,04905
2,665014;6,425612;-1,67114;-0,04905
2,670014;6,417011;-1,72019;-0,04905
2,675014;6,408165;-1,76924;-0,04905
2,680014;6,399074;-1,81829;-0,04905
2,685014;6,389737;-1,86734;-0,04905
2,690014;6,380155;-1,91639;-0,04905
2,695014;6,370328;-1,96544;-0,04905
2,700014;6,360256;-2,01449;-0,04905
2,705014;6,349938;-2,06354;-0,04905
2,710015;6,339375;-2,11259;-0,04905
2,715015;6,328567;-2,16164;-0,04905
2,720015;6,317513;-2,21069;-0,04905
2,725015;6,306215;-2,25974;-0,04905
2,730015;6,294671;-2,30879;-0,04905
2,735015;6,282882;-2,357841;-0,04905
2,740015;6,270847;-2,406891;-0,04905
2,745015;6,258568;-2,455941;-0,04905
2,750015;6,246043;-2,504991;-0,04905
2,755016;6,233273;-2,554041;-0,04905
2,760016;6,220257;-2,603091;-0,04905
2,765016;6,206996;-2,652141;-0,04905
2,770016;6,193491;-2,701191;-0,04905
2,775016;6,179739;-2,750241;-0,04905
2,780016;6,165743;-2,799291;-0,04905
2,785016;6,151501;-2,848341;-0,04905
2,790016;6,137014;-2,897392;-0,04905
2,795017;6,122282;-2,946442;-0,04905
2,800017;6,107305;-2,995492;-0,04905
2,805017;6,092082;-3,044542;-0,04905
2,810017;6,076614;-3,093592;-0,04905
2,815017;6,060901;-3,142642;-0,04905
2,820017;6,044942;-3,191692;-0,04905
2,825017;6,028738;-3,240742;-0,04905
2,830017;6,01229;-3,289792;-0,04905
2,835017;5,995595;-3,338842;-0,04905
2,840018;5,978656;-3,387892;-0,04905
2,845018;5,961471;-3,436943;-0,04905
2,850018;5,944041;-3,485993;-0,04905
2,855018;5,926366;-3,535043;-0,04905
2,860018;5,908445;-3,584093;-0,04905
2,865018;5,89028;-3,633143;-0,04905
2,870018;5,871869;-3,682193;-0,04905
2,875018;5,853212;-3,731243;-0,04905
2,880018;5,834311;-3,780293;-0,04905
2,885019;5,815164;-3,829343;-0,04905
2,890019;5,795772;-3,878393;-0,04905
2,895019;5,776135;-3,927444;-0,04905
2,900019;5,756252;-3,976494;-0,04905
2,905019;5,736125;-4,025544;-0,04905
2,910019;5,715752;-4,074594;-0,04905
2,915019;5,695133;-4,123643;-0,04905
2,920019;5,67427;-4,172693;-0,04905
2,92502;5,653161;-4,221743;-0,04905
2,93002;5,631807;-4,270793;-0,04905
2,93502;5,610208;-4,319843;-0,04905
2,94002;5,588363;-4,368893;-0,04905
2,94502;5,566274;-4,417943;-0,04905
2,95002;5,543939;-4,466992;-0,04905
2,95502;5,521358;-4,516042;-0,04905
2,96002;5,498533;-4,565092;-0,04905
2,96502;5,475462;-4,614142;-0,04905
2,970021;5,452147;-4,663192;-0,04905
2,975021;5,428586;-4,712242;-0,04905
2,980021;5,404779;-4,761292;-0,04905
2,985021;5,380727;-4,810341;-0,04905
2,990021;5,356431;-4,859391;-0,04905
2,995021;5,331888;-4,908441;-0,04905
3,000021;5,307101;-4,957491;-0,04905
3,005021;5,282068;-5,006541;-0,04905
3,010021;5,25679;-5,055591;-0,04905
3,015022;5,231267;-5,10464;-0,04905
3,020022;5,205499;-5,15369;-0,04905
3,025022;5,179485;-5,20274;-0,04905
3,030022;5,153226;-5,25179;-0,04905
3,035022;5,126722;-5,30084;-0,04905
3,040022;5,099972;-5,34989;-0,04905
3,045022;5,072978;-5,39894;-0,04905
3,050022;5,045738;-5,447989;-0,04905
3,055022;5,018252;-5,497039;-0,04905
3,060023;4,990522;-5,546089;-0,04905
3,065023;4,962546;-5,595139;-0,04905
3,070023;4,934325;-5,644189;-0,04905
3,075023;4,905859;-5,693239;-0,04905
3,080023;4,877148;-5,742289;-0,04905
3,085023;4,848191;-5,791338;-0,04905
3,090023;4,818989;-5,840388;-0,04905
3,095023;4,789542;-5,889438;-0,04905
3,100024;4,759849;-5,938488;-0,04905
3,105024;4,729911;-5,987538;-0,04905
3,110024;4,699728;-6,036588;-0,04905
3,115024;4,6693;-6,085638;-0,04905
3,120024;4,638627;-6,134687;-0,04905
3,125024;4,607708;-6,183737;-0,04905
3,130024;4,576544;-6,232787;-0,04905
3,135024;4,545135;-6,281837;-0,04905
3,140024;4,51348;-6,330887;-0,04905
3,145025;4,481581;-6,379937;-0,04905
3,150025;4,449436;-6,428987;-0,04905
3,155025;4,417046;-6,478036;-0,04905
3,160025;4,38441;-6,527086;-0,04905
3,165025;4,35153;-6,576136;-0,04905
