Time;Position;Velocity;Acceleration;ActualTime
27,71484;0,8313747;3,61149;-0,04905;638544990202327255
27,71984;0,8491869;3,56244;-0,04905;638544990202387243
27,72484;0,8667538;3,51339;-0,04905;638544990202437248
27,72984;0,8840755;3,46434;-0,04905;638544990202497239
27,73484;0,901152;3,41529;-0,04905;638544990202497239
27,73984;0,9179832;3,36624;-0,04905;638544990202547255
27,74484;0,9345691;3,31719;-0,04905;638544990202607244
27,74984;0,9509098;3,26814;-0,04905;638544990202667240
27,75484;0,9670053;3,21909;-0,04905;638544990202717240
27,75984;0,9828554;3,170039;-0,04905;638544990202767254
27,76484;0,9984604;3,120989;-0,04905;638544990202827246
27,76983;1,01382;3,071939;-0,04905;638544990202887248
27,77483;1,028934;3,022889;-0,04905;638544990202937248
27,77983;1,043804;2,973839;-0,04905;638544990202987256
27,78483;1,058428;2,924789;-0,04905;638544990203047247
27,78983;1,072806;2,875739;-0,04905;638544990203047247
27,79483;1,08694;2,826689;-0,04905;638544990203107239
27,79983;1,100828;2,777639;-0,04905;638544990203157247
27,80483;1,114471;2,728589;-0,04905;638544990203217242
27,80983;1,127869;2,679538;-0,04905;638544990203277249
27,81483;1,141021;2,630488;-0,04905;638544990203327256
27,81983;1,153928;2,581438;-0,04905;638544990203387262
27,82483;1,16659;2,532388;-0,04905;638544990203447254
27,82982;1,179007;2,483338;-0,04905;638544990203447254
27,83482;1,191178;2,434288;-0,04905;638544990203507242
27,83982;1,203104;2,385238;-0,04905;638544990203557251
27,84482;1,214785;2,336188;-0,04905;638544990203607260
27,84982;1,226221;2,287138;-0,04905;638544990203667307
27,85482;1,237412;2,238088;-0,04905;638544990203727251
27,85982;1,248357;2,189038;-0,04905;638544990203787246
27,86482;1,259057;2,139987;-0,04905;638544990203837252
27,86982;1,269511;2,090937;-0,04905;638544990203897256
27,87482;1,279721;2,041887;-0,04905;638544990203897256
27,87982;1,289685;1,992837;-0,04905;638544990203957256
27,88482;1,299404;1,943787;-0,04905;638544990204017243
